,X,Filename,Speaker,Phone,Word,Word_Start,Word_End,VOT_Start,VOT_End,VOT,VOT_Measure,VDC_Measure,VDC_Start,VDC_End,VDC_Dur,CD_Measure,CD_Start,CD_End,CD_Dur,Phone_Start,Phone_End
1,1,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,about,135.123,135.323,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,135.153,135.213
2,2,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,back,1384.631,1384.771,1384.666,1384.672,0.006000000000085,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1384.631,1384.671
3,3,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,bad,416.287,416.377,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,416.287,416.317
4,4,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,bang,1191.716,1192.066,1191.781,1191.787,0.006000000000085,yes,yes,1191.7161,1191.7811,0.065,yes,1191.7161,1191.7811,0.065,1191.716,1191.756
5,5,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,battered,144.952,145.302,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,144.952,144.992
6,6,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,be,130.34,130.59,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,130.34,130.465
7,7,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,be,138.32,138.48,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,138.32,138.41
8,8,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,be,970.511,970.591,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,970.511,970.561
9,9,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,be,1269.259,1269.319,1269.281,1269.29,0.009000000000015,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1269.259,1269.289
10,10,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,be,1273.884,1273.954,1273.905,1273.916,0.010999999999967,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1273.884,1273.924
11,11,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,be,1502.653,1502.763,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1273.884,1273.924
12,12,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,been,1196.692,1196.832,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1196.692,1196.732
13,13,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,beginning,955.874,956.274,955.92975,955.941,0.011250000000018,yes,yes,955.8741,955.9298,0.0557,yes,955.8741,955.9298,0.0557,955.874,955.944
14,14,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,being,1263.68,1263.86,1263.724,1263.729,0.005000000000109,yes,yes,1263.6801,1263.7241,0.044,yes,1263.6801,1263.7241,0.044,1263.68,1263.72
15,15,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,better,108.126,109.046,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,108.126,108.166
16,16,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,better,345.075,345.345,345.101,345.111,0.009999999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,345.075,345.125
17,17,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,bit,1628.604,1628.744,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,345.075,345.125
18,18,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,bit,1629.634,1629.794,1629.712,1629.73444,0.022439999999961,yes,no,1629.6341,1629.6464,0.0123,no,1629.6341,1629.7121,0.078,1629.634,1629.724
19,19,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,bored,130.59,130.84,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,130.34,130.465
20,20,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,boy,998.928,999.118,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,998.928,998.968
21,21,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,boy,1026.362,1026.482,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1026.362,1026.392
22,22,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,boy,1272.449,1272.679,1272.484,1272.489,0.005000000000109,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1272.449,1272.479
23,23,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,brain,1199.087,1199.397,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1199.087,1199.167
24,24,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,brother,1536.581,1536.871,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1536.581,1536.631
25,25,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,bus,612.153,612.503,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1536.581,1536.631
26,26,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,business,1297.173,1297.743,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1297.173,1297.243
27,27,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,146.872,146.962,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,146.872,146.902
28,28,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,415.007,415.207,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,415.007,415.097
29,29,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,551.813,551.903,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,551.813,551.843
30,30,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,1025.532,1025.622,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1025.532,1025.562
31,31,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,1058.456,1058.586,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1058.456,1058.486
32,32,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,1189.386,1189.506,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1189.386,1189.446
33,33,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,1264.48,1264.57,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1189.386,1189.446
34,34,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,but,1295.423,1295.573,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1295.423,1295.463
35,35,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,b,by,915.865,916.065,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,915.865,916.035
36,36,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,d'you,38.345,38.465,38.38607,38.43,0.043930000000003,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,38.345,38.375
37,37,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,daughter,1283.99,1284.75,1284.029,1284.039,0.009999999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1283.99,1284.02
38,38,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,daughter,1532.271,1532.591,1532.303,1532.315,0.011999999999944,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1532.271,1532.301
39,39,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,dealing,1876.011,1876.391,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1876.011,1876.041
40,40,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,dealing,1877.054,1877.394,1877.12,1877.156,0.036000000000058,yes,yes,1877.0541,1877.1201,0.066,yes,1877.0541,1877.1201,0.066,1877.054,1877.154
41,41,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,24.203,24.303,24.218,24.24935,0.03135,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,24.203,24.243
42,42,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,161.496,161.656,161.537,161.55615,0.019149999999996,yes,yes,161.4961,161.5167,0.0206,yes,161.4961,161.5371,0.041,161.496,161.546
43,43,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,188.251,188.511,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,161.496,161.546
44,44,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,585.117,585.317,585.19,585.208,0.017999999999915,yes,yes,585.1171,585.1901,0.073,yes,585.1171,585.1901,0.073,585.117,585.197
45,45,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,692.653,692.783,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,692.653,692.683
46,46,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,693.513,693.603,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,692.653,692.683
47,47,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,695.053,695.163,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,695.053,695.103
48,48,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,870.648,870.798,870.707,870.729,0.022000000000048,yes,yes,870.6481,870.7071,0.059,yes,870.6481,870.7071,0.059,870.648,870.718
49,49,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,did,1620.008,1620.188,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1620.008,1620.078
50,50,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,difference,1150.45,1151.31,1150.52,1150.53,0.009999999999991,yes,yes,1150.4501,1150.5201,0.07,yes,1150.4501,1150.5201,0.07,1150.45,1150.52
51,51,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,different,589.923,590.213,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,589.923,589.963
52,52,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,does,1441.643,1441.803,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,589.923,589.963
53,53,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,109.046,109.176,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,109.046,109.076
54,54,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,450.075,450.405,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,450.075,450.135
55,55,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,916.707,916.947,916.753,916.767,0.01400000000001,yes,yes,916.7071,916.7531,0.046,yes,916.7071,916.7531,0.046,916.707,916.757
56,56,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,919.982,920.172,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,919.982,920.012
57,57,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,1059.026,1059.196,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1059.026,1059.056
58,58,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,1262.5,1262.74,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1262.5,1262.53
59,59,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,don't,1264.66,1264.82,1264.717,1264.736,0.019000000000006,yes,yes,1264.6601,1264.7171,0.057,yes,1264.6601,1264.7171,0.057,1264.66,1264.72
60,60,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,done,154.934,155.094,154.977,154.987,0.009999999999991,yes,yes,154.9341,154.9771,0.043,yes,154.9341,154.9771,0.043,154.934,154.974
61,61,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,done,159.797,160.137,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,154.934,154.974
62,62,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,done,168.106,168.366,168.151,168.162,0.010999999999996,yes,yes,168.1061,168.1511,0.045,yes,168.1061,168.1511,0.045,168.106,168.156
63,63,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,done,199.514,199.744,199.558,199.567,0.009000000000015,yes,yes,199.5141,199.5581,0.044,yes,199.5141,199.5581,0.044,199.514,199.554
64,64,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,done,1386.391,1386.591,1386.436,1386.448,0.012000000000171,yes,yes,1386.3911,1386.4361,0.045,yes,1386.3911,1386.4361,0.045,1386.391,1386.431
65,65,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,door,1192.566,1192.866,1192.591,1192.63453,0.043530000000146,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1192.566,1192.616
66,66,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,drinking,1155.028,1155.728,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1155.028,1155.078
67,67,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,d,driver,625.317,625.747,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,625.317,625.397
68,68,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,forgive,1385.361,1385.741,1385.563,1385.59958,0.036579999999958,yes,yes,1385.5111,1385.5249,0.0138,yes,1385.5111,1385.5631,0.052,1385.511,1385.601
69,69,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,forgot,615.001,615.331,615.19928,615.22426,0.024979999999914,yes,yes,615.1511,615.1994,0.0483,yes,615.1511,615.1994,0.0483,615.151,615.201
70,70,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,913.697,913.857,913.754,913.78,0.025999999999954,yes,yes,913.6971,913.6971,0,yes,913.6971,913.7541,0.057,913.697,913.797
71,71,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,915.405,915.555,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,913.697,913.797
72,72,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1178.434,1178.574,1178.476,1178.503,0.026999999999816,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1178.434,1178.514
73,73,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1430.281,1430.471,1430.327,1430.354,0.027000000000044,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1430.281,1430.371
74,74,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1431.571,1431.721,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1431.571,1431.651
75,75,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1433.01,1433.13,1433.028,1433.057,0.028999999999996,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1433.01,1433.07
76,76,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1434.719,1434.989,1434.734,1434.769,0.035000000000082,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1434.719,1434.929
77,77,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1435.329,1435.469,1435.383,1435.406,0.022999999999911,yes,no,1435.3291,1435.3493,0.0202,no,1435.3291,1435.3831,0.054,1435.329,1435.409
78,78,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,get,1439.869,1440.029,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1435.329,1435.409
79,79,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,getting,1528.886,1529.146,1528.918,1528.955,0.037000000000035,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1528.886,1528.966
80,80,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,go,193.304,193.394,193.314,193.357,0.043000000000006,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,193.304,193.354
81,81,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,go,599.791,599.881,599.827,599.832,0.004999999999995,yes,yes,599.7911,599.8271,0.036,yes,599.7911,599.8271,0.036,599.791,599.821
82,82,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,go,1161.98,1162.12,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1161.98,1162.01
83,83,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,go,1191.366,1191.536,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1191.366,1191.436
84,84,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,go,1286.69,1286.76,1286.69482,1286.721,0.026180000000068,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1286.69,1286.72
85,85,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,go,1290.049,1290.319,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1290.049,1290.259
86,86,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,goat,1194.644,1194.854,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1194.644,1194.684
87,87,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,113.933,114.253,113.972,113.99,0.018000000000001,yes,yes,113.9331,113.9331,0,yes,113.9331,113.9721,0.039,113.933,113.973
88,88,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,178.02,178.34,178.05,178.083,0.032999999999987,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,178.02,178.07
89,89,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,192.634,192.874,192.679,192.70965,0.030650000000009,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,192.634,192.704
90,90,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,229.89,230.08,229.941,229.968,0.026999999999987,yes,yes,229.8901,229.8901,0,yes,229.8901,229.9411,0.051,229.89,229.96
91,91,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,286.102,286.577,286.123,286.164,0.040999999999997,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,286.102,286.260333
92,92,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,333.013,333.458,333.101,333.144,0.043000000000006,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,333.013,333.161333
93,93,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,950.804,950.984,950.833,950.866,0.033000000000016,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,950.804,950.864
94,94,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,951.824,951.964,951.8399,951.867,0.027100000000019,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,951.824,951.854
95,95,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,1449.465,1449.964,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1449.465,1449.631333
96,96,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,1637.133,1637.403,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1637.133,1637.213
97,97,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,1646.476,1646.949,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1646.476,1646.633667
98,98,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,good,1649.462,1649.762,1649.504,1649.558,0.054000000000087,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1649.462,1649.532
99,99,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,got,200.758,200.898,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1649.462,1649.532
100,100,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,got,913.487,913.617,913.53974,913.56082,0.021079999999984,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,913.487,913.547
101,101,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,got,1024.902,1024.992,1024.913,1024.94,0.027000000000044,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1024.902,1024.932
102,102,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,got,1520.143,1520.343,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1520.143,1520.183
103,103,00-M-f03-medi_2-voiced_preds-TR,00-M-f03,g,guts,1277.478,1277.848,1277.52613,1277.5636,0.037469999999985,yes,yes,1277.4781,1277.5262,0.0481,yes,1277.4781,1277.5262,0.0481,1277.478,1277.538
104,104,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,125.504,125.754,125.551,125.614,0.063000000000002,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,125.504,125.594
105,105,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,137.33,137.55,137.374,137.432,0.057999999999993,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,137.33,137.42
106,106,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,589.043,589.143,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,137.33,137.42
107,107,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,594.082,594.432,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,594.082,594.212
108,108,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,1148.98,1149.19,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1148.98,1149.02
109,109,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,1296.513,1296.643,1296.596,1296.64316,0.047160000000076,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1148.98,1149.02
110,110,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,'cause,1439.389,1439.579,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1439.389,1439.449
111,111,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,because,140.05,140.52,140.09,140.108,0.018000000000001,yes,yes,0,0,0,yes,140.0501,140.0901,0.04,1439.389,1439.449
112,112,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,because,555.17,555.51,555.29589,555.348,0.052109999999971,yes,no,0,0,0,no,555.2501,555.296,0.0459,555.25,555.34
113,113,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,because,1268.399,1268.699,1268.52683,1268.59607,0.069240000000036,yes,no,1268.4591,1268.5089,0.0498,no,1268.4591,1268.5269,0.0678,1268.459,1268.589
114,114,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,becoming,1239.928,1240.438,1240.08316,1240.164,0.08084000000008,yes,yes,1240.0181,1240.0833,0.0652,yes,1240.0181,1240.0833,0.0652,1240.018,1240.138
115,115,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,between,1290.319,1290.639,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1240.018,1240.138
116,116,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,came,136.519,136.819,136.582,136.649,0.067000000000007,yes,yes,136.5191,136.5821,0.063,yes,136.5191,136.5821,0.063,136.519,136.629
117,117,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,came,150.898,151.398,150.9666,150.975,0.008399999999995,yes,no,150.8981,150.9667,0.0686,no,150.8981,150.9667,0.0686,150.898,151.088
118,118,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,caught,1238.077,1238.337,1238.151,1238.23,0.078999999999951,yes,yes,1238.0771,1238.1511,0.074,yes,1238.0771,1238.1511,0.074,1238.077,1238.197
119,119,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,caused,918.265,919.065,918.327,918.383,0.05600000000004,yes,yes,918.2651,918.2651,0,yes,918.2651,918.3271,0.062,918.265,918.355
120,120,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,Christmas,563.861,564.481,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,918.265,918.355
121,121,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,classes,153.013,153.813,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,153.013,153.223
122,122,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,colours,189.471,189.931,189.53,189.61968,0.089679999999987,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,189.471,189.561
123,123,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,come,107.946,108.066,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,107.946,107.976
124,124,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,come,138.96,139.15,138.999,139.045,0.045999999999992,yes,yes,138.9601,138.9601,0,yes,138.9601,138.9991,0.039,138.96,139.02
125,125,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,come,590.643,590.793,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,590.643,590.713
126,126,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,come,592.965,593.185,593.00318,593.072,0.06881999999996,yes,yes,592.9651,593.0033,0.0382,yes,592.9651,593.0033,0.0382,592.965,592.995
127,127,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,448.935,449.295,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,448.935,448.985
128,128,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,549.976,550.296,550.03014,550.086,0.055860000000052,yes,yes,549.9761,550.0302,0.0541,yes,549.9761,550.0302,0.0541,549.976,550.056
129,129,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,562.791,563.241,562.865,562.91699,0.051990000000046,yes,yes,562.7911,562.8651,0.074,yes,562.7911,562.8651,0.074,562.791,562.881
130,130,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,612.503,613.263,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,612.503,612.613
131,131,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,743.913,744.813,744.03893,744.086,0.047069999999962,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,743.913,743.943
132,132,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,962.272,962.802,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,743.913,743.943
133,133,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,coming,1088.36,1088.6025,1088.379,1088.437,0.057999999999993,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1088.36,1088.4085
134,134,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,could,149.452,149.622,149.496,149.55704,0.061039999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,149.452,149.512
135,135,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,could,152.693,152.893,152.732,152.802,0.069999999999993,yes,yes,152.6931,152.6931,0,yes,152.6931,152.7321,0.039,152.693,152.773
136,136,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,could,193.034,193.304,193.133,193.208,0.074999999999989,yes,yes,193.0341,193.0847,0.0506,yes,193.0341,193.1331,0.099,193.034,193.194
