,X,Filename,Speaker,Phone,Word,Word_Start,Word_End,VOT_Start,VOT_End,VOT,VOT_Measure,VDC_Measure,VDC_Start,VDC_End,VDC_Dur,CD_Measure,CD_Start,CD_End,CD_Dur,Phone_Start,Phone_End
9673,9673,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,p,puts,414.976,415.206,414.997,415.023,0.026000000000011,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,414.976,415.006
9674,9674,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,puts,415.536,415.906,415.67345,415.724,0.050549999999987,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,414.976,415.006
9675,9675,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,p,putting,1186.066,1186.266,1186.111,1186.142,0.030999999999949,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1186.066,1186.126
9676,9676,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,seventeen,101.899,102.369,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,102.129,102.169
9677,9677,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,sixteen,115.055,115.475,115.36256,115.37819,0.015630000000002,yes,yes,115.3251,115.3251,0,yes,115.3251,115.3627,0.0376,115.325,115.365
9678,9678,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,82.765,82.855,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,82.765,82.805
9679,9679,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,129.329,129.389,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,129.329,129.359
9680,9680,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,169.769,169.829,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,129.329,129.359
9681,9681,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,173.814,173.894,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,129.329,129.359
9682,9682,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,208.891,209.031,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,208.891,208.931
9683,9683,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,307.847,307.907,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,208.891,208.931
9684,9684,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,311.584,311.664,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,311.584,311.624
9685,9685,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,317.0514,317.21887,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,311.584,311.624
9686,9686,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,320.291,320.351,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,320.291,320.321
9687,9687,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,328.958,329.018,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,320.291,320.321
9688,9688,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,340.55141,340.77035,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,340.551412,340.660882
9689,9689,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,413.123,413.243,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,413.123,413.183
9690,9690,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,441.703,441.837,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,441.703,441.77
9691,9691,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,491.675,491.735,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,441.703,441.77
9692,9692,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,498.187,498.317,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,498.187,498.217
9693,9693,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,511.445,511.505,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,511.335,511.435
9694,9694,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,530.858,530.918,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,530.858,530.888
9695,9695,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,561.035,561.175,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,561.035,561.065
9696,9696,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,567.6376,567.772,567.59156,567.60256,0.011000000000081,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,567.604,567.6376
9697,9697,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,622.227,622.297,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,622.227,622.257
9698,9698,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,629.607,629.727,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,629.607,629.647
9699,9699,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,643.657,643.737,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,643.657,643.697
9700,9700,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,689.589,689.719,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,643.657,643.697
9701,9701,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,760.493,760.593,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,760.493,760.523
9702,9702,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,786.686,786.746,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,760.493,760.523
9703,9703,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,945.136,945.196,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,760.493,760.523
9704,9704,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,955.77808,955.91763,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,955.778083,955.847854
9705,9705,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,956.75487,956.89442,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,956.754875,956.824646
9706,9706,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,962.147,962.217,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,962.147,962.177
9707,9707,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1033.373,1033.433,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1033.373,1033.403
9708,9708,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1038.073,1038.213,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1038.073,1038.123
9709,9709,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1042.763,1042.853,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1042.763,1042.803
9710,9710,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1045.221,1045.311,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1045.221,1045.251
9711,9711,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1047.56467,1047.69033,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1045.221,1045.251
9712,9712,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1092.743,1092.803,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1045.221,1045.251
9713,9713,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1145.643,1145.703,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1045.221,1045.251
9714,9714,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1176.981,1177.121,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1176.981,1177.011
9715,9715,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1206.20982,1206.41718,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1206.209818,1206.3135
9716,9716,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1216.515,1216.615,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1216.515,1216.545
9717,9717,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1364.0462,1364.22313,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1364.0462,1364.134667
9718,9718,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1376.196,1376.36325,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1376.154188,1376.196
9719,9719,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1376.5305,1376.69775,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1376.5305,1376.614125
9720,9720,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1380.357,1380.417,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1376.5305,1376.614125
9721,9721,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1401.471,1401.531,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1401.471,1401.501
9722,9722,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1424.12,1424.34,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1424.12,1424.17
9723,9723,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1454.965,1455.085,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1454.965,1455.025
9724,9724,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1480.645,1480.71,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1480.595,1480.645
9725,9725,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1502.307,1502.397,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1502.307,1502.367
9726,9726,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1526.791,1526.851,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1526.791,1526.821
9727,9727,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1582.637,1582.717,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1582.637,1582.667
9728,9728,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1586.047,1586.107,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1586.047,1586.077
9729,9729,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1590.60994,1590.77223,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1590.609941,1590.691088
9730,9730,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1601.63133,1601.77122,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1601.584704,1601.631333
9731,9731,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1607.87,1607.93,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1607.87,1607.9
9732,9732,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1621.997,1622.057,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1621.967,1621.997
9733,9733,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1646.344,1646.434,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1646.344,1646.374
9734,9734,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1646.794,1646.884,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1646.794,1646.834
9735,9735,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1724.45907,1724.59329,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1724.425518,1724.459071
9736,9736,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1740.358,1740.548,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1740.358,1740.418
9737,9737,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1741.578,1741.678,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1740.358,1740.418
9738,9738,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1742.168,1742.228,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1740.358,1740.418
9739,9739,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1748.222,1748.292,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1748.222,1748.262
9740,9740,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1751.362,1751.462,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1751.362,1751.412
9741,9741,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1786.327,1786.457,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1786.327,1786.357
9742,9742,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1788.157,1788.277,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1788.157,1788.247
9743,9743,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1918.67367,1918.805,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1918.673667,1918.739333
9744,9744,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1920.103,1920.203,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1920.073,1920.103
9745,9745,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1943.937,1944.027,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1943.937,1943.967
9746,9746,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tae,1957.644,1957.704,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1957.884,1957.914
9747,9747,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,take,1918.411,1918.54233,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1957.884,1957.914
9748,9748,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,takes,1740.998,1741.148,1741.011,1741.049,0.038000000000011,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1740.998,1741.038
9749,9749,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talk,323.655,323.805,323.6634,323.719,0.05559999999997,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,323.655,323.705
9750,9750,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talk,443.579,443.713,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,443.579,443.623667
9751,9751,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talk,1092.543,1092.743,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1092.543,1092.623
9752,9752,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talking,108.703,108.983,108.712,108.766,0.054000000000002,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,108.703,108.753
9753,9753,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talking,112.626,112.846,112.64748,112.67194,0.024460000000005,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,112.626,112.666
9754,9754,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talking,530.608,530.828,530.649,530.68106,0.032060000000001,yes,yes,530.6081,530.631,0.0229,yes,530.6081,530.6491,0.041,530.608,530.668
9755,9755,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,k,talking,901.1834,901.36524,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,901.256136,901.292504
9756,9756,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talking,1160.306,1160.586,1160.348,1160.379,0.030999999999949,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1160.306,1160.376
9757,9757,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,talking,1299.003,1299.913,1298.985,1299.01,0.025000000000091,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1299.003,1299.113
9758,9758,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tape,1285.237,1285.537,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1285.237,1285.437
9759,9759,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tape,1786.777,1787.037,1786.79413,1786.82164,0.027509999999893,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1786.777,1786.807
9760,9760,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,teacher,1398.209,1398.599,1398.213,1398.267,0.054000000000087,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1398.209,1398.259
9761,9761,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,teacher,1614.834,1615.214,1614.853,1614.89138,0.038379999999961,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1614.834,1614.874
9762,9762,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,teachers,1618.013,1618.383,1618.037,1618.0663,0.029299999999921,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1618.013,1618.053
9763,9763,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tell,128.029,128.189,128.085,128.116,0.031000000000006,yes,yes,128.0291,128.0851,0.056,yes,128.0291,128.0851,0.056,128.029,128.109
9764,9764,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tell,129.139,129.239,129.149,129.197,0.048000000000002,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,129.139,129.179
9765,9765,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,tell,146.765,146.975,146.817,146.85166,0.034660000000002,yes,yes,146.7651,146.8171,0.052,yes,146.7651,146.8171,0.052,146.765,146.845
9766,9766,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,ten,1913.234,1913.444,1913.236,1913.281,0.044999999999845,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1913.234,1913.274
9767,9767,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,text,1582.717,1582.957,1582.767,1582.79728,0.030279999999948,yes,yes,1582.7171,1582.7671,0.05,yes,1582.7171,1582.7671,0.05,1582.717,1582.777
9768,9768,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,texts,1591.42141,1591.58371,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1591.421412,1591.448461
9769,9769,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,till,1590.93453,1591.09682,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1590.934529,1590.988627
9770,9770,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,502.825,503.065,502.85607,502.876,0.019929999999988,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,502.825,502.865
9771,9771,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,900.63788,900.81972,900.75817,900.80667,0.048500000000104,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,900.63788,900.698493
9772,9772,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,970.592,970.742,970.603,970.63366,0.030660000000012,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,970.592,970.642
9773,9773,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1105.047,1105.137,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1105.017,1105.047
9774,9774,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1305.651,1305.891,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1305.651,1305.701
9775,9775,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1347.353,1347.553,1347.371,1347.406,0.034999999999855,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1347.353,1347.413
9776,9776,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1505.661,1505.881,1505.678,1505.70826,0.030259999999998,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1505.661,1505.711
9777,9777,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1677.54388,1677.70635,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1677.543882,1677.598039
9778,9778,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1754.259,1754.479,1754.309,1754.342,0.033000000000129,yes,yes,1754.2591,1754.2591,0,yes,1754.2591,1754.3091,0.05,1754.259,1754.349
9779,9779,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1807.019,1807.299,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1754.259,1754.349
9780,9780,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,time,1864.055,1864.285,1864.109,1864.138,0.028999999999996,yes,yes,1864.0551,1864.0667,0.0116,yes,1864.0551,1864.1091,0.054,1864.055,1864.135
9781,9781,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,times,346.572,346.852,346.63245,346.666,0.033549999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,346.572,346.662
9782,9782,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,126.062,126.252,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,126.062,126.132
9783,9783,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,230.28,230.37,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,230.28,230.34
9784,9784,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,323.805,323.865,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,230.28,230.34
9785,9785,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,442.105,442.239,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,230.28,230.34
9786,9786,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,443.713,443.847,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,443.713,443.78
9787,9787,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,787.776,787.836,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,787.776,787.806
9788,9788,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,899.54684,899.72868,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,899.54684,899.63776
9789,9789,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,951.097,951.207,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,951.097,951.157
9790,9790,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,974.96,975.02,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,974.96,974.99
9791,9791,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,to,1048.31867,1048.44433,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1048.318667,1048.3815
9792,9792,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,told,86.231,86.431,86.224,86.27326,0.04925999999999,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,86.231,86.271
9793,9793,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,told,119.458,119.588,119.469,119.505,0.036000000000001,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,119.458,119.498
9794,9794,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,told,121.897,122.107,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,121.897,121.977
9795,9795,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,told,1378.428,1378.728,1378.472,1378.518,0.046000000000049,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1378.428,1378.508
9796,9796,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,told,1607.48,1607.69,1607.5,1607.539,0.038999999999987,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1607.48,1607.53
9797,9797,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,too,481.667,481.777,481.684,481.749,0.064999999999998,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,481.667,481.747
9798,9798,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,took,974.56,974.71,974.579,974.609,0.030000000000086,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,974.56,974.59
9799,9799,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,took,1575.875,1576.105,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1575.875,1575.955
9800,9800,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,top,1415.581,1415.791,1415.603,1415.632,0.028999999999996,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1415.581,1415.621
9801,9801,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,turn,114.885,115.055,114.902,114.935,0.033000000000001,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,114.885,114.925
9802,9802,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,turns,116.255,116.475,116.266,116.307,0.040999999999997,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,116.255,116.305
9803,9803,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,two,72.017,72.107,72.03547,72.07053,0.035060000000001,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,72.017,72.067
9804,9804,00-Y-f02-medi_with-noise-new-voicelessCK,00-Y-f02,t,two,88.849,89.009,88.899,88.926,0.027000000000001,yes,yes,88.8491,88.8722,0.0231,yes,88.8491,88.8991,0.05,88.849,88.909
